Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
ES;Bizkaia;ES0588A;43.320555549464, -3.07388888;NO2;EEA Spain;µg/m³;9.0;2023-08-10T07:00:00+10:00;Spain
SI;MB Titova;MB Titova;46.559202, 15.656191;PM10;Slovenian Environment Agency;µg/m³;22.0;2023-05-31T10:00:00+10:00;Slovenia
CO;Bogota;US Diplomatic Post: Bogota;4.637735, -74.09486;PM2.5;StateAir_Bogota;µg/m³;-999.0;2023-08-10T05:00:00+10:00;Colombia
CA;BRITISH COLUMBIA;KITIMAT WHITESAIL;54.066909, -128.639131;PM2.5;AirNow;µg/m³;3.0;2023-08-10T09:00:00+10:00;Canada
TH;Narathiwat;Bang Nak, Mueang;6.427698, 101.823568;CO;Thailand;ppm;0.7;2020-09-23T13:00:00+10:00;Thailand
ES;Pontevedra;ES2061A;42.7164799994647, -8.644104999999998;SO2;EEA Spain;µg/m³;2.0;2023-08-10T07:00:00+10:00;Spain
IT;;IT1865A;44.99694, 11.07083;O3;EEA Italy;µg/m³;100.80375;2022-03-14T23:00:00+10:00;Italy
MX;JALISCO;Centro;20.673611, -103.333056;PM10;AirNow;µg/m³;0.0;2023-01-31T07:00:00+10:00;Mexico
ZA;City of Tshwane;Booysens;-25.71365, 28.132096;O3;South Africa;ppm;0.036502;2023-05-31T09:00:00+10:00;South Africa
ZA;West Coast;Vredenburg;-32.901722, 17.992206;NO2;South Africa;ppm;-0.0006;2022-07-09T09:00:00+10:00;South Africa
FR;Ille-et-Vilaine;FR19007;48.1075139513805, -1.67916686168757;NO;EEA France;µg/m³;3.8;2023-07-27T18:00:00+10:00;France
ES;Jaén;ES1718A;38.174395999478, -3.01022;O3;EEA Spain;µg/m³;79.0;2023-08-10T07:00:00+10:00;Spain
US;Lexington-Fayette;NEWTWN;38.065, -84.5;O3;AirNow;ppm;0.039;2023-05-31T09:00:00+10:00;United States
AU;Le Fevre;North Haven;-34.791288, 138.49786;PM10;south-australia-epa;µg/m³;13.0;2023-05-15T15:30:00+10:00;Australia
CL;Calama;Estación Centro;-22.462144644633998, -68.92806169339;CO;Chile - SINCA;µg/m³;517.93;2021-08-21T07:00:00+10:00;Chile
CA;NOVA SCOTIA;AYLESFORD MOUNTAIN;45.07254, -64.84025;PM2.5;AirNow;µg/m³;3.4;2023-08-10T09:00:00+10:00;Canada
US;DESCHUTES;Bend NE 8th & Emerso;44.054661, -121.294068;PM2.5;AirNow;µg/m³;3.5;2023-05-31T09:00:00+10:00;United States
TR;İstanbul;İstanbul - Yenibosna;40.998889, 28.826667;PM10;Turkiye;µg/m³;21.042;2023-05-31T10:00:00+10:00;Turkey
ES;A Coruña;ES2006A;43.0088888794644, -9.11888888;NO;EEA Spain;µg/m³;1.0;2023-08-10T06:00:00+10:00;Spain
MX;DISTRITO FEDERAL;Santa Fe;19.3573, -99.26279999999998;PM10;AirNow;µg/m³;57.0;2022-10-05T04:00:00+10:00;Mexico
GB;;Derry;55.001225, -7.329115;PM10;DEFRA;µg/m³;11.0;2016-03-03T08:00:00+10:00;United Kingdom
US;GBU;PM2.5 Mammoth Lakes;37.645812, -118.966484;PM2.5;AirNow;µg/m³;5.0;2023-03-11T00:00:00+10:00;United States
TH;Phichit;Phichit Provincial , Phichit;16.442554, 100.322756;PM10;Air4Thai;µg/m³;53.0;2023-05-26T21:00:00+10:00;Thailand
US;MINIDOKA;Paul E-Sampler;42.607817, -113.786817;PM2.5;AirNow;µg/m³;12.6;2022-10-19T06:00:00+10:00;United States
ES;Zamora;ES1927A;41.509722219467, -5.74638888;NO2;EEA Spain;µg/m³;11.0;2023-08-10T07:00:00+10:00;Spain
MX;GUANAJUATO;Estaci�n Hospital Ge;20.9479, -101.4258;SO2;AirNow;ppm;0.0045;2023-08-09T07:00:00+10:00;Mexico
AU;Le Fevre;North Haven;-34.791288, 138.49786;PM2.5;south-australia-epa;µg/m³;5.0;2021-04-06T07:30:00+10:00;Australia
US;AROOSTOOK;MICMAC;46.6964, -68.033096;NOX;AirNow;ppm;0.0048;2023-05-31T09:00:00+10:00;United States
US;CEDAR;ELDOSPGS;37.695801, -94.037498;O3;AirNow;ppm;0.047;2016-03-24T04:00:00+10:00;United States
US;CA8 - ARB;MMCA82021;38.729317, -120.829761;PM2.5;AirNow;µg/m³;11.6;2022-07-16T03:00:00+10:00;United States
US;Fargo;Fargo NW;46.933601, -96.854698;NO2;AirNow;ppm;0.0088;2023-05-30T17:00:00+10:00;United States
IN;;Anthoni Pillai Nagar, Gummidipoondi - TNPCB;13.4127, 80.1081;PM2.5;caaqm;µg/m³;1.0;2022-10-17T02:00:00+10:00;India
ES;Asturias;ES1651A;43.2561199994641, -5.77594;NO;EEA Spain;µg/m³;1.0;2023-08-10T07:00:00+10:00;Spain
ES;Zaragoza;ES1044A;41.6702799994666, -0.8711100000000002;NO2;EEA Spain;µg/m³;13.99;2023-08-10T07:00:00+10:00;Spain
NL;Nijmegen;Nijmegen-Graafseweg;51.8414, 5.857780000000001;NO;Netherlands;µg/m³;-995.0;2023-08-10T09:00:00+10:00;Netherlands
TR;İstanbul;İstanbul - Çatladıkapı;41.0025, 28.975278;NO2;Turkiye;µg/m³;19.0;2023-05-31T10:00:00+10:00;Turkey
ZA;Gert Sibande;Silobela;-26.086232, 30.110653;NOX;South Africa;ppm;0.001772;2023-05-30T07:00:00+10:00;South Africa
BA;;Harmani;44.343, 17.268;PM10;Bosnia;µg/m³;9.0;2018-10-14T07:00:00+10:00;Bosnia and Herzegovina
ES;Lugo;ES0016R;42.6347199994649, -7.704719999999999;SO2;EEA Spain;µg/m³;0.46;2023-08-10T07:00:00+10:00;Spain
MX;Zapopan;Vallarta;20.680193055556, -103.39855138889;PM10;Sinaica Mexico;µg/m³;40.753;2023-08-09T02:00:00+10:00;Mexico
US;Riverside-San Bernardino-Ontario;Mira Loma - Van Bure;33.996387, -117.4925;PM2.5;AirNow;µg/m³;4.1;2023-05-31T09:00:00+10:00;United States
TH;Tak;Non-Formal Education Centre, Mea Sot;16.734413, 98.566961;O3;Air4Thai;ppm;0.022;2022-12-13T17:00:00+10:00;Thailand
US;PACIFIC;South Bend - First S;46.66186, -123.7916;PM2.5;AirNow;µg/m³;4.0;2019-07-26T03:00:00+10:00;United States
GB;Southwark;Southwark - A2 Old Kent Road FIDAS;51.4804994936467, -0.0595528932573422;NO2;London Air Quality Network;µg/m³;20.0;2023-08-10T10:00:00+10:00;United Kingdom
DE;Rheinland-Pfalz;DERP009;49.994975, 8.273965;PM2.5;EEA Germany;µg/m³;4.79053497;2023-08-01T07:00:00+10:00;Germany
IN;;BTM Layout, Bengaluru - KSPCB;12.912811110000002, 77.60921944;NO2;CPCB;µg/m³;131.87;2018-02-22T13:00:00+10:00;India
US;Fort Wayne;Fort Wayne-Beacon St;41.094965, -85.101816;PM2.5;AirNow;µg/m³;5.6;2016-03-13T15:00:00+10:00;United States
FR;Hautes-Alpes;FR24033;44.5552221289565, 6.07306047829002;NO2;EEA France;µg/m³;8.9;2023-08-10T07:00:00+10:00;France
ES;Palencia;ES1922A;42.0194444394659, -4.53833333;SO2;EEA Spain;µg/m³;2.0;2023-08-10T07:00:00+10:00;Spain
BG;София (столица);BG0073A;42.669797, 23.268403;SO2;EEA Bulgaria;µg/m³;5.77;2023-08-10T09:00:00+10:00;Bulgaria
FR;;FR26016;48.2005841475738, 3.277224836372;NO2;EEA France;µg/m³;8.4;2022-06-30T18:00:00+10:00;France
CL;Calama;Nueva ChiuChiu;-22.342971402789, -68.648661344727;PM10;Chile - SINCA;µg/m³;77.0;2023-08-10T08:00:00+10:00;Chile
MX;Santa Catarina;Santa Catarina;25.675555555556, -100.46472222221999;NO;Sinaica Mexico;ppm;0.0038;2023-08-10T09:00:00+10:00;Mexico
TW;高雄市;Renwu;22.689056, 120.332631;CO;Taiwan;ppm;0.16;2021-05-17T15:00:00+10:00;Taiwan, China
US;Hanford-Corcoran;Corcoran;36.102219, -119.566002;PM2.5;AirNow;µg/m³;2.0;2023-05-31T09:00:00+10:00;United States
TH;Prachin Buri;Tha Tum, Si Maha Phot;;O3;Thailand;ppm;0.036;2020-09-23T14:00:00+10:00;Thailand
ES;Guadalajara;ES0009R;41.2741699994675, -3.1425;SO2;EEA Spain;µg/m³;2.88;2023-08-10T07:00:00+10:00;Spain
US;Oxnard-Thousand Oaks-Ventura;Simi Valley - Cochra;34.27632, -118.68369;O3;AirNow;ppm;0.05;2023-05-23T09:00:00+10:00;United States
US;FS1 - Forest Service;Unit153;48.971222, -115.195099;PM2.5;AirNow;µg/m³;6.0;2019-08-24T08:00:00+10:00;United States
ZA;Alfred Nzo;ES_Motherwell;-33.789662, 25.618592;SO2;South Africa;µg/m³;6.49;2023-05-31T06:00:00+10:00;South Africa
SE;Stockholm;SE0027A;59.3411099995295, 18.05862;PM10;EEA Sweden;µg/m³;15.554;2023-05-31T14:00:00+10:00;Sweden
US;MC KENZIE;TRNP-NU;47.6011, -103.2642;NOX;AirNow;ppm;0.0019;2023-05-30T17:00:00+10:00;United States
ES;;ES2026A;36.8950999994841, -2.04672;O3;EEA Spain;µg/m³;84.0;2022-03-20T21:00:00+10:00;Spain
DE;Hessen;DEHE020;50.567185, 8.500619;NO2;EEA Germany;µg/m³;16.45213127;2023-07-14T20:00:00+10:00;Germany
FR;Isère;FR15038;45.1828274824302, 5.75309854039233;O3;EEA France;µg/m³;52.0;2023-08-10T07:00:00+10:00;France
ES;Barcelona;ES1396A;41.3788028014672, 2.133098078;NO2;EEA Spain;µg/m³;6.0;2023-08-10T07:00:00+10:00;Spain
TR;İstanbul;İstanbul - Avcılar;40.987368, 28.72999;O3;Turkiye;µg/m³;42.375;2023-05-31T10:00:00+10:00;Turkey
IT;;IT1588A;45.816944, 8.820278;CO;EEA Italy;µg/m³;486.842;2022-03-14T20:00:00+10:00;Italy
BE;Oost-Vlaanderen;BELAL05;51.2631177172701, 4.27888982166783;NO2;EEA Belgium;µg/m³;58.5;2023-08-10T08:00:00+10:00;Belgium
BA;;Otoka;43.848, 18.364;NO2;Bosnia;µg/m³;57.0;2018-10-14T07:00:00+10:00;Bosnia and Herzegovina
IN;;Civil Lines,  Ajmer - RSPCB;26.470859, 74.646594;PM2.5;caaqm;µg/m³;64.0;2022-10-31T11:45:00+10:00;India
AT;Oberösterreich;AT4S108;48.5311111094674, 14.574722222221999;O3;EEA Austria;µg/m³;51.818;2023-08-10T04:00:00+10:00;Austria
US;Gadsden;Southside;33.9, -86.05;O3;AirNow;ppm;0.05;2023-05-31T09:00:00+10:00;United States
DE;Thüringen;DETH083;50.977462, 11.32607;PM2.5;EEA Germany;µg/m³;4.33921528;2023-08-01T07:00:00+10:00;Germany
ES;A Coruña;ES1234A;43.335277769464, -8.47194444;NO2;EEA Spain;µg/m³;9.1;2023-08-10T07:00:00+10:00;Spain
US;PHILLIPS;Malta;48.317507, -107.862471;NO2;AirNow;ppm;0.001;2023-05-31T09:00:00+10:00;United States
IT;Latina;IT2173A;41.22306, 13.570280000000002;NO2;EEA Italy;µg/m³;8.0;2023-08-10T09:00:00+10:00;Italy
ES;Montcada i Reixac;Montcada i Reixac;41.48197, 2.1882975000000005;CO;catalonia-mediambient;µg/m³;300.0;2023-08-10T07:00:00+10:00;Spain
DE;Bayern;DEBY058;49.462229, 11.0248;NO2;EEA Germany;µg/m³;25.81;2023-08-10T07:00:00+10:00;Germany
US;CHURCHILL;Fallon;39.472471, -118.783624;O3;AirNow;ppm;0.062;2023-05-31T09:00:00+10:00;United States
TH;Bangkok;Ratchathewi District Office, Bangkok;13.7590851, 100.5345788;PM10;Air4Thai;µg/m³;29.0;2022-08-26T17:00:00+10:00;Thailand
IN;;Jahangirpuri, Delhi - DPCC;28.7258373, 77.1605631;CO;caaqm;µg/m³;2300.0;2018-05-12T14:30:00+10:00;India
DE;Schleswig-Holstein;DESH055;53.87453, 10.664881;NO2;EEA Germany;µg/m³;18.654;2023-08-10T07:00:00+10:00;Germany
FR;Aube;FR14032;48.2991630410902, 4.11722149224648;O3;EEA France;µg/m³;40.8;2023-08-10T07:00:00+10:00;France
IN;;DM Office_Kasipur, Samastipur - BSPCB;25.859655, 85.77944000000001;CO;caaqm;µg/m³;290.0;2022-10-31T11:45:00+10:00;India
PL;Bydgoszcz;Bydgoszcz, pl. Poznański;53.121774, 17.987883;PM10;GIOS;µg/m³;24.6;2023-06-15T09:00:00+10:00;Poland
GB;Hackney;Hackney - Old Street;51.526454, -0.08491;PM10;London Air Quality Network;µg/m³;14.6;2023-07-08T16:00:00+10:00;United Kingdom
MX;Cadereyta Jiménez;Cadereyta;25.600555555556006, -99.99416666666698;NOX;Sinaica Mexico;ppm;0.0159;2023-08-10T09:00:00+10:00;Mexico
AU;Southern Tablelands;Goulburn;-34.734444, 149.724167;PM10;Australia - New South Wales;µg/m³;3.0;2022-11-23T09:00:00+10:00;Australia
IN;;D M Colony, Bihar Sharif - BSPCB;25.204762, 85.51495999999999;NO2;caaqm;µg/m³;2.0;2022-10-31T11:45:00+10:00;India
IN;;General Hospital, Mandikhera - HSPCB;27.9002, 76.99379999999998;SO2;caaqm;µg/m³;726.63;2022-10-31T11:45:00+10:00;India
US;Dickinson;Theodore Roosevelt N;46.949699, -103.514397;PM2.5;AirNow;µg/m³;8.2;2023-05-31T09:00:00+10:00;United States
US;Walterboro;Ashton;33.007801, -80.964996;O3;AirNow;ppm;0.04;2019-03-07T01:00:00+10:00;United States
ES;Cáceres;ES1615A;39.4727799994728, -6.36028;CO;EEA Spain;µg/m³;250.0;2023-08-10T07:00:00+10:00;Spain
AU;Morwell;Morwell East;-38.229393, 146.424454;PM10;Australia - Victoria;µg/m³;10.93;2023-04-05T07:00:00+10:00;Australia
US;SPOKANE;Airway Heights-West;47.645351, -117.589027;PM2.5;AirNow;µg/m³;1.0;2023-05-31T09:00:00+10:00;United States
US;Raleigh-Cary;Millbrook NCore;35.856111, -78.574167;O3;AirNow;ppm;0.053;2023-05-23T09:00:00+10:00;United States
IT;;CAORLE;44.4193, 12.2254;SO2;Arpae Emilia-Romagna;µg/m³;1.0;2020-05-06T09:00:00+10:00;Italy
HK;Eastern;Eastern;22.2827777777778, 114.219444444444;NO2;Hong Kong;µg/m³;48.9;2023-05-31T10:00:00+10:00;Hong Kong, China
BE;Oost-Vlaanderen;BETR731;51.1246905122968, 3.73950422044193;PM2.5;EEA Belgium;µg/m³;3.76;2023-08-10T08:00:00+10:00;Belgium
ZA;Alfred Nzo;ES_Motherwell;-33.789662, 25.618592;PM10;South Africa;µg/m³;12.0;2023-05-31T06:00:00+10:00;South Africa
TR;Tekirdağ;Tekirdağ;40.9764505263508, 27.5127312599115;PM2.5;Turkiye;µg/m³;19.345;2023-05-31T10:00:00+10:00;Turkey
IN;;Shivaji Nagar, Jhansi - UPPCB;25.4547, 78.6039;PM2.5;caaqm;µg/m³;0.0;2022-10-31T12:00:00+10:00;India
IT;;IT1743A;45.58111, 9.27444;O3;EEA Italy;µg/m³;77.750046;2022-03-14T23:00:00+10:00;Italy
DE;Hessen;DEHE051;50.497711, 9.935862;PM2.5;EEA Germany;µg/m³;3.58484983;2023-07-14T20:00:00+10:00;Germany
IN;;Lalbagh, DN Park;26.84578611, 80.93874444;PM2.5;CPCB;µg/m³;224.64;2018-02-22T14:00:00+10:00;India
IN;;Punjabi Bagh, Delhi - DPCC;28.6670856, 77.1301247;O3;caaqm;µg/m³;131.9;2018-05-12T16:00:00+10:00;India
TH;Kamphaeng Phet;Sirichit Thai Cultural Conservation Ground;16.475374, 99.525425;PM10;Air4Thai;µg/m³;20.0;2022-09-30T03:00:00+10:00;Thailand
CA;NEW BRUNSWICK;FREDERICTON-NEEDHAM;45.957344, -66.645562;O3;AirNow;ppm;0.02;2023-08-10T09:00:00+10:00;Canada
CO;;Usme;4.53120556, -74.11171388888887;NO2;Bogota;ppm;0.01708956;2022-04-01T15:00:00+10:00;Colombia
FR;;FR32007;46.8022145735861, 4.41750134226911;NO2;EEA France;µg/m³;10.53;2018-06-26T17:00:00+10:00;France
ZA;City of Johannesburg;Kliprivier;-26.420222, 28.084139;NO2;South Africa;ppm;0.038837;2023-05-21T02:00:00+10:00;South Africa
TR;Çorum;Çorum;40.554377781265, 34.9631679151533;PM10;Turkiye;µg/m³;55.878;2023-05-31T10:00:00+10:00;Turkey
US;GBU;GBUAPCD EBAM @ Crowl;37.566934, -118.741951;PM2.5;AirNow;µg/m³;18.0;2020-08-18T04:00:00+10:00;United States
US;GOSHEN;Torrington Mobile;42.06, -104.17;SO2;AirNow;ppm;0.0;2016-12-20T01:00:00+10:00;United States
MX;Iztapalapa;UAM Iztapalapa;19.360833333333, -99.07388888888899;PM10;Sinaica Mexico;µg/m³;26.0;2023-08-10T09:00:00+10:00;Mexico
FR;Maine-et-Loire;FR23120;47.4685406598526, -0.556052669293563;NO2;EEA France;µg/m³;4.0;2023-08-10T04:00:00+10:00;France
DE;Sachsen;DESN079;51.285356, 14.749731;PM10;EEA Germany;µg/m³;8.335;2023-07-14T20:00:00+10:00;Germany
IN;;Ardhali Bazar, Varanasi - UPPCB;25.3505986, 82.9083074;PM10;caaqm;µg/m³;119.0;2022-10-31T12:00:00+10:00;India
DE;Rheinland-Pfalz;DERP013;49.423137, 7.293522;NO2;EEA Germany;µg/m³;3.66945291;2023-07-14T20:00:00+10:00;Germany
ZA;Sedibeng;Sharpeville;-26.689794, 27.86778;PM10;South Africa;µg/m³;32.886;2023-05-31T09:00:00+10:00;South Africa
US;San Francisco-Oakland-Fremont;Concord;37.9383, -122.025;O3;AirNow;ppm;0.03;2023-05-31T09:00:00+10:00;United States
AT;Salzburg;AT0SON1;47.05416669946461, 12.957777778;NO;EEA Austria;µg/m³;0.10850204;2023-08-10T04:00:00+10:00;Austria
IN;;Kareemganj, Gaya - BSPCB;24.792403000000004, 84.992416;NO2;caaqm;µg/m³;31.3;2022-10-31T11:45:00+10:00;India
TR;Muğla;Muğla - Datça;36.77532, 27.95991;PM10;Turkiye;µg/m³;46.807;2023-05-31T10:00:00+10:00;Turkey
TH;Nakhon Sawan;Nakhonsawan Irrigation Project;15.68623, 100.110556;PM10;Air4Thai;µg/m³;60.0;2023-04-01T02:00:00+10:00;Thailand
US;Cheyenne;Cheyenne Mobile;41.13, -104.75;SO2;AirNow;ppm;-0.001;2016-12-06T00:00:00+10:00;United States
MK;Centar Municipality;MK0047A;41.991999999466, 21.423;PM10;EEA Macedonia;µg/m³;36.91;2023-08-10T11:00:00+10:00;Macedonia, The former Yugoslav Rep. of
ZA;Gert Sibande;Balfour;-26.662851, 28.584703;NOX;South Africa;ppm;0.004195;2023-05-30T23:00:00+10:00;South Africa
IN;;Bhosari, Pune - IITM;18.640051, 73.848956;PM10;caaqm;µg/m³;27.93;2022-07-07T14:45:00+10:00;India
MX;;El Marqués;20.605872222222, -100.33229166667;NO2;Sinaica Mexico;ppm;0.01011;2021-09-23T21:00:00+10:00;Mexico
IT;Pisa;IT1071A;43.713056, 10.771667;NO2;EEA Italy;µg/m³;6.0;2023-08-10T09:00:00+10:00;Italy
CL;Puchuncaví;Ventanas;-32.741815962175, -71.480882901344;PM2.5;Chile - SINCA;µg/m³;45.0;2023-08-10T09:00:00+10:00;Chile
IT;Roma;IT0888A;41.730833, 13.004444;SO2;EEA Italy;µg/m³;1.8;2023-08-10T09:00:00+10:00;Italy
TR;Çankırı;Çankırı;40.5995840253686, 33.6171393748686;PM10;Turkiye;µg/m³;19.471;2023-05-31T10:00:00+10:00;Turkey
US;CONVERSE;Converse County Long;43.1, -105.5;CO;AirNow;ppm;0.2;2023-05-31T01:00:00+10:00;United States
GB;Widnes;Widnes Milton Road;53.365391, -2.73168;NO2;DEFRA;µg/m³;14.0;2023-08-10T10:00:00+10:00;United Kingdom
PL;Wrocław;Wrocław, wyb. Conrada-Korzeniowskiego;51.12937800000001, 17.02925;CO;GIOS;µg/m³;369.795;2023-06-15T09:00:00+10:00;Poland
TR;Trabzon;Trabzon - Beşirli;40.993816, 39.668266;NO2;Turkiye;µg/m³;11.621;2023-05-31T10:00:00+10:00;Turkey
PL;Kraków;Kraków, Aleja Krasińskiego;50.057678, 19.926189;NO2;GIOS;µg/m³;29.6158;2023-06-15T09:00:00+10:00;Poland
CA;QUEBEC;Mont-Saint-Michel;46.7686, -75.4319;PM2.5;AirNow;µg/m³;10.8;2023-08-10T09:00:00+10:00;Canada
IN;;Pusa, New Delhi - IMD;28.610304, 77.0996943;NO2;caaqm;µg/m³;29.87;2018-05-14T12:00:00+10:00;India
TH;Kanchanaburi;Si Sawat District Office;14.600278, 99.114444;PM10;Air4Thai;µg/m³;28.0;2022-05-15T22:00:00+10:00;Thailand
IN;;Gole Bazar, Katni - MPPCB;23.500159999999997, 80.23284;SO2;caaqm;µg/m³;5.7;2022-10-17T02:00:00+10:00;India
CH;Ticino;CH0033A;46.1603950441395, 8.93394312993115;O3;EEA Switzerland;µg/m³;74.1644;2023-08-10T08:00:00+10:00;Switzerland
US;FRA;MMFRA1001;39.07573, -121.634016;PM2.5;AirNow;µg/m³;47.0;2018-02-05T15:00:00+10:00;United States
US;BONNER;Sandpoint U of I;48.291821, -116.556557;PM2.5;AirNow;µg/m³;0.0;2023-05-11T07:00:00+10:00;United States
US;New Haven-Milford;Waterbury;41.5503, -73.0442;PM2.5;AirNow;µg/m³;20.1;2023-05-31T09:00:00+10:00;United States
ES;A Coruña;ES1234A;43.335277769464, -8.47194444;PM10;EEA Spain;µg/m³;26.0;2023-08-10T07:00:00+10:00;Spain
US;Cincinnati-Middletown;Batavia;39.0828, -84.1441;PM2.5;AirNow;µg/m³;2.9;2023-05-31T09:00:00+10:00;United States
US;Riverside-San Bernardino-Ontario;Fontana - Arrow High;34.0994, -117.5047;O3;AirNow;ppm;0.051;2016-11-10T06:00:00+10:00;United States
FR;;FR34042;48.437968999467195, 1.470575;PM10;EEA France;µg/m³;24.08;2018-04-25T10:00:00+10:00;France
US;CLARK;West Union;39.210857, -87.668297;PM2.5;AirNow;µg/m³;6.3;2020-04-26T14:00:00+10:00;United States
US;Meridian;MERIDIAN;32.364345, -88.73145;O3;AirNow;ppm;0.049;2023-05-31T09:00:00+10:00;United States
IT;La Spezia;IT2229A;44.11094, 9.95503;PM10;EEA Italy;µg/m³;-0.9;2023-05-11T10:00:00+10:00;Italy
US;Allentown-Bethlehem-Easton;Allentown;40.6119, -75.4325;PM2.5;AirNow;µg/m³;6.3;2023-05-31T09:00:00+10:00;United States
US;Sacramento--Arden-Arcade--Roseville;Echo Summit (seasona;38.81161, -120.03308;O3;AirNow;ppm;0.022;2022-11-05T02:00:00+10:00;United States
ES;Ourense;ES2014A;42.0616666594658, -7.40854166;PM10;EEA Spain;µg/m³;26.0;2023-08-10T07:00:00+10:00;Spain
TH;;Chulalongkorn Hospit;13.729852, 100.536501;O3;AirNow;ppm;0.025;2018-03-25T02:00:00+10:00;Thailand
GR;ΑΤΤΙΚΗ;GR0035A;38.06963348, 23.77688599;O3;EEA Greece;µg/m³;77.0;2023-08-10T10:00:00+10:00;Greece
US;MILWAUKEE;Milwaukee College Av;42.930569, -87.932106;PM2.5;AirNow;µg/m³;5.0;2019-10-05T01:00:00+10:00;United States
IN;;Bawana, Delhi - DPCC;28.7762, 77.051074;O3;caaqm;µg/m³;4.6;2022-10-31T10:45:00+10:00;India
TH;Songkhla;Hat Yai Municipality;7.020434, 100.484088;PM2.5;Air4Thai;µg/m³;14.0;2023-05-31T10:00:00+10:00;Thailand
DE;Hamburg;DEHH026;53.560632, 9.957236;PM10;EEA Germany;µg/m³;11.64;2023-07-14T20:00:00+10:00;Germany
ZA;Namakwa;Karoo-NAQI;-31.398641, 19.140214;O3;South Africa;ppm;0.031174;2023-05-27T00:00:00+10:00;South Africa
US;Pittsburgh;Florence;40.4447, -80.42;PM2.5;AirNow;µg/m³;11.3;2023-05-31T09:00:00+10:00;United States
AT;Kärnten;AT2KA41;46.6293599994641, 14.28931;O3;EEA Austria;µg/m³;66.475;2023-08-10T04:00:00+10:00;Austria
CL;Catemu;Romeral;-32.823956, -71.006441;O3;Chile - SINCA;µg/m³;0.0;2017-06-29T02:00:00+10:00;Chile
HU;Gyor-Moson-Sopron;HU0025A;47.676114611619, 17.6497393762667;PM2.5;EEA Hungary;µg/m³;15.0709675;2023-08-10T10:00:00+10:00;Hungary
ES;Hospitalet de Llobregat, l';Hospitalet de Llobregat, l';41.370476, 2.1149993;PM10;catalonia-mediambient;µg/m³;23.0;2023-08-10T07:00:00+10:00;Spain
AT;Niederösterreich;AT30407;48.2366666661334, 16.6369444444444;SO2;EEA Austria;µg/m³;1.69999992;2023-08-10T04:00:00+10:00;Austria
AE;Abu Dhabi;Al Maqtaa;24.40349, 54.51599;O3;adairquality-ae;µg/m³;0.39;2023-07-13T18:00:00+10:00;United Arab Emirates
MX;Pachuca de Soto;Museo del Rehilete;20.077222222222, -98.77797222222202;NO;Sinaica Mexico;ppm;0.0005643333333333;2023-08-09T05:00:00+10:00;Mexico
IT;;IT1964A;45.235, 9.66694;O3;EEA Italy;µg/m³;79.4486;2022-03-14T23:00:00+10:00;Italy
IN;;Lajpat Nagar, Moradabad - UPPCB;28.825341, 78.7213009;PM10;caaqm;µg/m³;134.0;2022-01-13T15:45:00+10:00;India
AT;;Graz Lustbühel;47.06695690589657, 15.493603031323035;O3;EEA Austria;µg/m³;27.0;2016-12-12T19:00:00+10:00;Austria
GB;Aston Hill;Aston Hill;52.50385, -3.034178;O3;DEFRA;µg/m³;38.0;2023-08-10T10:00:00+10:00;United Kingdom
TH;Satun;Phiman, Satun;;PM10;Thailand;µg/m³;19.0;2020-09-23T14:00:00+10:00;Thailand
HU;Budapest Kosztolányi D. tér;Budapest Kosztolányi D. tér;47.474775, 19.04094;NO2;hungary-nms;µg/m³;21.7;2023-08-10T06:00:00+10:00;Hungary
TR;Balıkesir;Balıkesir - Edremit - MTHM;39.599689, 27.004006;PM10;Turkiye;µg/m³;44.575;2023-05-31T10:00:00+10:00;Turkey
US;CHARLESTON;North Charleston F.S;32.84, -79.96;PM2.5;AirNow;µg/m³;2.9;2022-05-21T03:00:00+10:00;United States
PL;Nowiny;Nowiny, ul. Parkowa;50.823108, 20.533506;NO2;GIOS;µg/m³;8.4;2023-06-15T09:00:00+10:00;Poland
IT;;IT1692A;45.47833, 9.23583;NO2;EEA Italy;µg/m³;34.87716;2022-03-14T23:00:00+10:00;Italy
MX;Mexicali;Palacio Municipal;32.64002777777801, -115.47463888889;NO;Sinaica Mexico;ppm;0.005;2023-07-27T05:00:00+10:00;Mexico
IN;;Haji Colony, Raichur - KSPCB;16.208139, 77.348417;CO;caaqm;µg/m³;1960.0;2022-10-16T19:30:00+10:00;India
US;Tulsa;Tulsa;36.206699, -95.976402;O3;AirNow;ppm;0.011;2023-05-28T22:00:00+10:00;United States
IT;Firenze;IT2153A;43.79306, 11.09778;O3;EEA Italy;µg/m³;87.0;2023-08-10T09:00:00+10:00;Italy
TH;Nakhon Sawan;Nakhonsawan Irrigation Project;15.68623, 100.110556;CO;Air4Thai;ppm;0.88;2023-01-28T14:00:00+10:00;Thailand
US;Sacramento--Arden-Arcade--Roseville;Antelope - North Hig;38.71209, -121.38109;O3;AirNow;ppm;0.034;2022-08-03T02:00:00+10:00;United States
IN;;Rabindra Bharati University, Kolkata - WBSPCB;22.627875, 88.3804;NO2;CPCB;µg/m³;39.7;2017-10-29T00:30:00+10:00;India
IN;India;New Delhi;28.63576, 77.22445;PM2.5;AirNow;µg/m³;39.0;2023-08-10T10:00:00+10:00;India
IT;Ferrara;IT1179A;44.839722, 11.961111;O3;EEA Italy;µg/m³;71.0;2023-08-10T07:00:00+10:00;Italy
